+----------------------------------------------------------------------------------------------------------------------------------------------------------------------+
| key                                                                                       | types                           | occurrences | percents                 |
| nldidlnorm.XX.Item.Component.Resource.mods.name4.nameIdentifier.text                      | Array                           |       94621 |   5.83217301314043368166 |
| nldidlnorm.XX.Item.Component.Resource.mods.subject1.topic2                                | Array                           |       92512 |   5.70218016921875481273 |
| nldidlnorm.XX.Item.Component.Resource.mods.name2.displayForm                              | Array                           |       90609 |   5.58488458743451854360 |
| nldidlnorm.XX.Item.Component.Resource.mods.name0                                          | Object                          |       89435 |   5.51252252069006498658 |
| nldidlnorm.XX.Item.Component.Resource.mods.name0.role                                     | Object                          |       89435 |   5.51252252069006498658 |
| nldidlnorm.XX.Item.Component.Resource.mods.name0.role.roleTerm                            | Object                          |       89435 |   5.51252252069006498658 |
| nldidlnorm.XX.Item.Component.Resource.mods.name0.role.roleTerm._attrs                     | Array                           |       89435 |   5.51252252069006498658 |
| nldidlnorm.XX.Item.Component.Resource.mods.name0.role.roleTerm.text                       | Array                           |       89435 |   5.51252252069006498658 |
| nldidlnorm.XX.Item.Component.Resource.mods.name0.namePart                                 | Object (57411),Array (31947)    |       89358 |   5.50777645668723536687 |
| nldidlnorm.XX.Item.Component.Resource.mods.name0._attrs                                   | Array                           |       89123 |   5.49329171589937637066 |
| nldidlnorm.XX.Item.Component.Resource.mods.name2.role2                                    | Object                          |       82472 |   5.08334273300554695396 |
| nldidlnorm.XX.Item.Component.Resource.mods.name2.role2.roleTerm                           | Object                          |       82472 |   5.08334273300554695396 |
| nldidlnorm.XX.Item.Component.Resource.mods.name2.role2.roleTerm._attrs                    | Array                           |       82472 |   5.08334273300554695396 |
| nldidlnorm.XX.Item.Component.Resource.mods.name2.role2.roleTerm.text                      | Array                           |       82472 |   5.08334273300554695396 |
| Keywords.XX.topic0                                                                        | Array                           |       81378 |   5.01591164184844995333 |
| nldidlnorm.XX.Item.Component.Resource.mods.subject.topic0                                 | Array                           |       81378 |   5.01591164184844995333 |
| nldidlnorm.XX.Item.Component.Resource.mods.classification                                 | Object                          |       80495 |   4.96148599880300533727 |
| nldidlnorm.XX.Item.Component.Resource.mods.classification._attrs                          | Array                           |       80495 |   4.96148599880300533727 |
| nldidlnorm.XX.Item.Component.Resource.mods.classification.text                            | Array                           |       80495 |   4.96148599880300533727 |
| nldidlnorm.XX.Item.Component.Resource.mods.name7.role1                                    | Object                          |       75972 |   4.68270096653285250454 |
| nldidlnorm.XX.Item.Component.Resource.mods.name7.role1.roleTerm                           | Object                          |       75972 |   4.68270096653285250454 |
| nldidlnorm.XX.Item.Component.Resource.mods.name7.role1.roleTerm._attrs                    | Array                           |       75972 |   4.68270096653285250454 |
| nldidlnorm.XX.Item.Component.Resource.mods.name7.role1.roleTerm.text                      | Array                           |       75972 |   4.68270096653285250454 |
| nldidlnorm.XX.Item.Component.Resource.mods.name3.affiliation                              | Array                           |       75904 |   4.67850963728359925398 |
| nldidlnorm.XX.Item.Component.Resource.mods.name9.namePart._attrs                          | Array                           |       74435 |   4.58796459806077017163 |
| nldidlnorm.XX.Item.Component.Resource.mods.name9.namePart.text                            | Array                           |       74435 |   4.58796459806077017163 |
| nldidlnorm.XX.Item.Component.Resource.mods.name9.namePart1                                | Object (73999),Array (59)       |       74058 |   4.56472737560535435364 |
| nldidlnorm.XX.Item.Component.Resource.mods.name9.namePart1._attrs                         | Array                           |       73999 |   4.56109078110967924857 |
| nldidlnorm.XX.Item.Component.Resource.mods.name9.namePart1.text                           | Array                           |       73999 |   4.56109078110967924857 |
| nldidlnorm.XX.Item.Component.Resource.mods.extension1                                     | Object                          |       72263 |   4.45408861086404872509 |
| nldidlnorm.XX.Item.Component.Resource.mods.extension1.rights                              | Object                          |       72263 |   4.45408861086404872509 |
| nldidlnorm.XX.Item.Component.Resource.mods.extension1.rights._attrs                       | Array                           |       72263 |   4.45408861086404872509 |
| nldidlnorm.XX.Item.Component.Resource.mods.extension1.rights.description                  | Array                           |       72263 |   4.45408861086404872509 |
| nldidlnorm.XX.Item.Component.Resource.mods.name2.role.roleTerm1                           | Object                          |       69252 |   4.26849901719492841323 |
| nldidlnorm.XX.Item.Component.Resource.mods.name2.role.roleTerm1._attrs                    | Array                           |       69252 |   4.26849901719492841323 |
| nldidlnorm.XX.Item.Component.Resource.mods.name2.role.roleTerm1.text                      | Array                           |       69252 |   4.26849901719492841323 |
| nldidlnorm.XX.Item3                                                                       | Object                          |       66399 |   4.09264810031083658970 |
| nldidlnorm.XX.Item3.Component                                                             | Object                          |       66399 |   4.09264810031083658970 |
| nldidlnorm.XX.Item3.Component.Resource                                                    | Array                           |       66399 |   4.09264810031083658970 |
| nldidlnorm.XX.Item3.Descriptor                                                            | Object                          |       66399 |   4.09264810031083658970 |
| nldidlnorm.XX.Item3.Descriptor.Statement                                                  | Object                          |       66399 |   4.09264810031083658970 |
| nldidlnorm.XX.Item3.Descriptor.Statement._attrs                                           | Array                           |       66399 |   4.09264810031083658970 |
| nldidlnorm.XX.Item3.Descriptor.Statement.type                                             | Array                           |       66399 |   4.09264810031083658970 |
| nldidlnorm.XX.Item1.Descriptor3.Statement.description                                     | Array                           |       65614 |   4.04426290235990304467 |
| nldidlnorm.XX.Item.Component.Resource.mods.name3.role2                                    | Object                          |       65564 |   4.04118104261780519693 |
| nldidlnorm.XX.Item.Component.Resource.mods.name3.role2.roleTerm                           | Object                          |       65564 |   4.04118104261780519693 |
| nldidlnorm.XX.Item.Component.Resource.mods.name3.role2.roleTerm._attrs                    | Array                           |       65564 |   4.04118104261780519693 |
| nldidlnorm.XX.Item.Component.Resource.mods.name3.role2.roleTerm.text                      | Array                           |       65564 |   4.04118104261780519693 |
| nldidlnorm.XX.Item2.Descriptor1                                                           | Object                          |       64708 |   3.98841960383309368510 |
| nldidlnorm.XX.Item2.Descriptor1.Statement                                                 | Object                          |       64708 |   3.98841960383309368510 |
| nldidlnorm.XX.Item2.Descriptor1.Statement._attrs                                          | Array                           |       64708 |   3.98841960383309368510 |
| nldidlnorm.XX.Item.Component.Resource.mods.subject1.topic3                                | Array                           |       63865 |   3.93645944858132734723 |
| nldidlnorm.XX.Item.Component.Resource.mods.name5.nameIdentifier                           | Object                          |       60976 |   3.75838959268292516214 |
| nldidlnorm.XX.Item.Component.Resource.mods.name5.nameIdentifier._attrs                    | Array                           |       60976 |   3.75838959268292516214 |
| nldidlnorm.XX.Item.Component.Resource.mods.name5.nameIdentifier.text                      | Array                           |       60976 |   3.75838959268292516214 |
| nldidlnorm.XX.Item.Component.Resource.mods.name3.displayForm                              | Array                           |       59300 |   3.65508565412781205595 |
| nldidlnorm.XX.Item.Component.Resource.mods.name8.role1                                    | Object                          |       57685 |   3.55554158445805823519 |
| nldidlnorm.XX.Item.Component.Resource.mods.name8.role1.roleTerm                           | Object                          |       57685 |   3.55554158445805823519 |
| nldidlnorm.XX.Item.Component.Resource.mods.name8.role1.roleTerm._attrs                    | Array                           |       57685 |   3.55554158445805823519 |
| nldidlnorm.XX.Item.Component.Resource.mods.name8.role1.roleTerm.text                      | Array                           |       57685 |   3.55554158445805823519 |
| nldidlnorm.XX.Item.Component.Resource.mods.name0.namePart._attrs                          | Array                           |       57411 |   3.53865299307136282891 |
| nldidlnorm.XX.Item.Component.Resource.mods.name0.namePart.text                            | Array                           |       57411 |   3.53865299307136282891 |
| nldidlnorm.XX.Item.Component.Resource.mods.name0.namePart1                                | Object (56861),Array (50)       |       56911 |   3.50783439565038657193 |
| nldidlnorm.XX.Item.Component.Resource.mods.name0.namePart1._attrs                         | Array                           |       56861 |   3.50475253590828872419 |
| nldidlnorm.XX.Item.Component.Resource.mods.name0.namePart1.text                           | Array                           |       56861 |   3.50475253590828872419 |
| nldidlnorm.XX.Item.Component.Resource.mods.subject1.topic4                                | Array                           |       55544 |   3.42357635030143692134 |
| nldidlnorm.XX.Item.Component.Resource.mods.originInfo.comment                             | Array                           |       54957 |   3.38739531692921014283 |
| nldidlnorm.XX.Item.Component.Resource.mods.extension2                                     | Object                          |       54280 |   3.34566693602120812656 |
| nldidlnorm.XX.Item.Component.Resource.mods.extension2.rights                              | Object                          |       54280 |   3.34566693602120812656 |
| nldidlnorm.XX.Item.Component.Resource.mods.extension2.rights._attrs                       | Array                           |       54280 |   3.34566693602120812656 |
| nldidlnorm.XX.Item.Component.Resource.mods.extension2.rights.description                  | Array                           |       54280 |   3.34566693602120812656 |
| nldidlnorm.XX.Item.Component.Resource.mods.name4.affiliation                              | Array                           |       53574 |   3.30215107646278926978 |
| nldidlnorm.XX.Item.Component.Resource.mods.language.languageTerm1                         | Object                          |       52471 |   3.23416525055211501183 |
| nldidlnorm.XX.Item.Component.Resource.mods.language.languageTerm1._attrs                  | Array                           |       52471 |   3.23416525055211501183 |
| nldidlnorm.XX.Item.Component.Resource.mods.language.languageTerm1.text                    | Array                           |       52471 |   3.23416525055211501183 |
| nldidlnorm.XX.Item.Component.Resource.mods.name4.role2                                    | Object                          |       51309 |   3.16254283014576564881 |
| nldidlnorm.XX.Item.Component.Resource.mods.name4.role2.roleTerm                           | Object                          |       51309 |   3.16254283014576564881 |
| nldidlnorm.XX.Item.Component.Resource.mods.name4.role2.roleTerm._attrs                    | Array                           |       51309 |   3.16254283014576564881 |
| nldidlnorm.XX.Item.Component.Resource.mods.name4.role2.roleTerm.text                      | Array                           |       51309 |   3.16254283014576564881 |
| Journal.XX.relatedItem1                                                                   | Object                          |       50637 |   3.12112263521197341731 |
| Journal.XX.relatedItem1._attrs                                                            | Array                           |       50637 |   3.12112263521197341731 |
| nldidlnorm.XX.Item.Component.Resource.mods.relatedItem1                                   | Object                          |       50637 |   3.12112263521197341731 |
| nldidlnorm.XX.Item.Component.Resource.mods.relatedItem1._attrs                            | Array                           |       50637 |   3.12112263521197341731 |
| nldidlnorm.XX.Item2.Descriptor2                                                           | Object                          |       47694 |   2.93972437079210591193 |
| nldidlnorm.XX.Item2.Descriptor2.Statement                                                 | Object                          |       47694 |   2.93972437079210591193 |
| nldidlnorm.XX.Item2.Descriptor2.Statement._attrs                                          | Array                           |       47694 |   2.93972437079210591193 |
| nldidlnorm.XX.Item.Component.Resource.mods.subject1.topic5                                | Array                           |       46907 |   2.89121589845148863063 |
| nldidlnorm.XX.Item.Component.Resource.mods.name3.role.roleTerm1                           | Object                          |       44489 |   2.74217716132364630610 |
| nldidlnorm.XX.Item.Component.Resource.mods.name3.role.roleTerm1._attrs                    | Array                           |       44489 |   2.74217716132364630610 |
| nldidlnorm.XX.Item.Component.Resource.mods.name3.role.roleTerm1.text                      | Array                           |       44489 |   2.74217716132364630610 |
| nldidlnorm.XX.Item.Component.Resource.mods.name1.affiliation1                             | Array                           |       43935 |   2.70803015538120428474 |
| nldidlnorm.XX.Item.Component.Resource.mods.name9.role1                                    | Object                          |       43415 |   2.67597881406338888866 |
| nldidlnorm.XX.Item.Component.Resource.mods.name9.role1.roleTerm                           | Object                          |       43415 |   2.67597881406338888866 |
| nldidlnorm.XX.Item.Component.Resource.mods.name9.role1.roleTerm._attrs                    | Array                           |       43415 |   2.67597881406338888866 |
| nldidlnorm.XX.Item.Component.Resource.mods.name9.role1.roleTerm.text                      | Array                           |       43415 |   2.67597881406338888866 |
| nldidlnorm.XX.Item.Component.Resource.mods.name4.displayForm                              | Array                           |       43405 |   2.67536244211496931911 |
| nldidlnorm.XX.Item.Component.Resource.mods.originInfo.dateOther                           | Object                          |       42934 |   2.64633132334440945854 |
| nldidlnorm.XX.Item.Component.Resource.mods.originInfo.dateOther._attrs                    | Array                           |       42934 |   2.64633132334440945854 |
| nldidlnorm.XX.Item.Component.Resource.mods.originInfo.dateOther.text                      | Array                           |       42934 |   2.64633132334440945854 |
| nldidlnorm.XX.Item.Component.Resource.mods.subject2                                       | Object                          |       42413 |   2.61421834483175219432 |
| nldidlnorm.XX.Item.Component.Resource.mods.subject2.topic                                 | Array (29957),Object (12456)    |       42413 |   2.61421834483175219432 |
| nldidlnorm.XX.Item.Component.Resource.mods.name5.role2                                    | Object                          |       41908 |   2.58309156143656570848 |
| nldidlnorm.XX.Item.Component.Resource.mods.name5.role2.roleTerm                           | Object                          |       41908 |   2.58309156143656570848 |
| nldidlnorm.XX.Item.Component.Resource.mods.name5.role2.roleTerm._attrs                    | Array                           |       41908 |   2.58309156143656570848 |
| nldidlnorm.XX.Item.Component.Resource.mods.name5.role2.roleTerm.text                      | Array                           |       41908 |   2.58309156143656570848 |
| Journal.XX.relatedItem1.part                                                              | Object                          |       41580 |   2.56287456152840498191 |
| nldidlnorm.XX.Item.Component.Resource.mods.relatedItem1.part                              | Object                          |       41580 |   2.56287456152840498191 |
| nldidlnorm.XX.Item.Component.Resource.mods.subject1.topic6                                | Array                           |       39671 |   2.44520915657511705987 |
| nldidlnorm.XX.Item.Component.Resource.mods.name.affiliation2                              | Array                           |       39670 |   2.44514751938027519174 |
| nldidlnorm.XX.Item.Component.Resource.mods.originInfo.dateCreated                         | Object (39288),Array (147)      |       39435 |   2.43066277859241619552 |
| nldidlnorm.XX.Item.Component.Resource.mods.originInfo.dateCreated._attrs                  | Array                           |       39288 |   2.42160211095064914488 |
| nldidlnorm.XX.Item.Component.Resource.mods.originInfo.dateCreated.text                    | Array                           |       39288 |   2.42160211095064914488 |
| nldidlnorm.XX.Item.Component.Resource.mods.name6.nameIdentifier                           | Object                          |       39124 |   2.41149361099656855956 |
| nldidlnorm.XX.Item.Component.Resource.mods.name6.nameIdentifier._attrs                    | Array                           |       39124 |   2.41149361099656855956 |
| nldidlnorm.XX.Item.Component.Resource.mods.name6.nameIdentifier.text                      | Array                           |       39124 |   2.41149361099656855956 |
| nldidlnorm.XX.Item.Component.Resource.mods.name5.affiliation                              | Array                           |       38393 |   2.36643682156710122300 |
| nldidlnorm.XX.Item.Component.Resource.mods.genre._attrs                                   | Array                           |       37912 |   2.33678933084812179288 |
| nldidlnorm.XX.Item.Component.Resource.mods.genre.text                                     | Array                           |       37912 |   2.33678933084812179288 |
| nldidlnorm.XX.Item.Component.Resource.mods.originInfo.issuance                            | Array                           |       37912 |   2.33678933084812179288 |
| nldidlnorm.XX.Item.Component.Resource.mods.typeOfResource._attrs                          | Array                           |       37912 |   2.33678933084812179288 |
| nldidlnorm.XX.Item.Component.Resource.mods.typeOfResource.text                            | Array                           |       37912 |   2.33678933084812179288 |
| Keywords.XX.topic._attrs                                                                  | Array                           |       37857 |   2.33339928513181416037 |
| Keywords.XX.topic.text                                                                    | Array                           |       37857 |   2.33339928513181416037 |
| nldidlnorm.XX.Item.Component.Resource.mods.subject.topic._attrs                           | Array                           |       37857 |   2.33339928513181416037 |
| nldidlnorm.XX.Item.Component.Resource.mods.subject.topic.text                             | Array                           |       37857 |   2.33339928513181416037 |
| nldidlnorm.XX.Item.Component.Resource.mods.name6.role2                                    | Object                          |       35926 |   2.21437786189200291886 |
| nldidlnorm.XX.Item.Component.Resource.mods.name6.role2.roleTerm                           | Object                          |       35926 |   2.21437786189200291886 |
| nldidlnorm.XX.Item.Component.Resource.mods.name6.role2.roleTerm._attrs                    | Array                           |       35926 |   2.21437786189200291886 |
| nldidlnorm.XX.Item.Component.Resource.mods.name6.role2.roleTerm.text                      | Array                           |       35926 |   2.21437786189200291886 |
| nldidlnorm.XX.Item2.Descriptor1.Statement.Identifier                                      | Array                           |       34267 |   2.11212175564920290327 |
| nldidlnorm.XX.Item2.Descriptor2.Statement.accessRights                                    | Array                           |       34267 |   2.11212175564920290327 |
| nldidlnorm.XX.Item.Component.Resource.mods.extension3                                     | Object                          |       34215 |   2.10891662151742131925 |
| nldidlnorm.XX.Item.Component.Resource.mods.extension3.rights                              | Object                          |       34215 |   2.10891662151742131925 |
| nldidlnorm.XX.Item.Component.Resource.mods.extension3.rights._attrs                       | Array                           |       34215 |   2.10891662151742131925 |
| nldidlnorm.XX.Item.Component.Resource.mods.extension3.rights.description                  | Array                           |       34215 |   2.10891662151742131925 |
| nldidlnorm.XX.Item.Component.Resource.mods.identifier7                                    | Object                          |       33546 |   2.06768133816815469217 |
| nldidlnorm.XX.Item.Component.Resource.mods.identifier7._attrs                             | Array                           |       33546 |   2.06768133816815469217 |
| nldidlnorm.XX.Item.Component.Resource.mods.identifier7.text                               | Array                           |       33546 |   2.06768133816815469217 |
| nldidlnorm.XX.Item.Component.Resource.mods.name0.role1                                    | Object                          |       33285 |   2.05159403031440534804 |
| nldidlnorm.XX.Item.Component.Resource.mods.name0.role1.roleTerm                           | Object                          |       33285 |   2.05159403031440534804 |
| nldidlnorm.XX.Item.Component.Resource.mods.name0.role1.roleTerm._attrs                    | Array                           |       33285 |   2.05159403031440534804 |
| nldidlnorm.XX.Item.Component.Resource.mods.name0.role1.roleTerm.text                      | Array                           |       33285 |   2.05159403031440534804 |
| nldidlnorm.XX.Item.Component.Resource.mods.name4.role.roleTerm1                           | Object                          |       32715 |   2.01646082925449210421 |
| nldidlnorm.XX.Item.Component.Resource.mods.name4.role.roleTerm1._attrs                    | Array                           |       32715 |   2.01646082925449210421 |
| nldidlnorm.XX.Item.Component.Resource.mods.name4.role.roleTerm1.text                      | Array                           |       32715 |   2.01646082925449210421 |
| nldidlnorm.XX.Item.Component.Resource.mods.titleInfo1                                     | Object                          |       32468 |   2.00123644212852935809 |
| nldidlnorm.XX.Item.Component.Resource.mods.titleInfo1.title                               | Array                           |       32468 |   2.00123644212852935809 |
| Journal.XX.relatedItem1.titleInfo                                                         | Object                          |       32397 |   1.99686020129475094720 |
| Journal.XX.relatedItem1.titleInfo.title                                                   | Array                           |       32397 |   1.99686020129475094720 |
| nldidlnorm.XX.Item.Component.Resource.mods.relatedItem1.titleInfo                         | Object                          |       32397 |   1.99686020129475094720 |
| nldidlnorm.XX.Item.Component.Resource.mods.relatedItem1.titleInfo.title                   | Array                           |       32397 |   1.99686020129475094720 |
| nldidlnorm.XX.Item.Component.Resource.mods.subject1.topic7                                | Array                           |       32330 |   1.99273050924034000886 |
| nldidlnorm.XX.Item4                                                                       | Object                          |       32314 |   1.99174431412286878640 |
| nldidlnorm.XX.Item4.Component                                                             | Object                          |       32314 |   1.99174431412286878640 |
| nldidlnorm.XX.Item4.Component.Resource                                                    | Array                           |       32314 |   1.99174431412286878640 |
| nldidlnorm.XX.Item4.Descriptor                                                            | Object                          |       32314 |   1.99174431412286878640 |
| nldidlnorm.XX.Item4.Descriptor.Statement                                                  | Object                          |       32314 |   1.99174431412286878640 |
| nldidlnorm.XX.Item4.Descriptor.Statement._attrs                                           | Array                           |       32314 |   1.99174431412286878640 |
| nldidlnorm.XX.Item4.Descriptor.Statement.type                                             | Array                           |       32314 |   1.99174431412286878640 |
| nldidlnorm.XX.Item.Component.Resource.mods.subject3                                       | Object                          |       31112 |   1.91765640592284136723 |
| nldidlnorm.XX.Item.Component.Resource.mods.subject3.topic                                 | Array (22472),Object (8640)     |       31112 |   1.91765640592284136723 |
| nldidlnorm.XX.Item.Component.Resource.mods.name5.displayForm                              | Array                           |       31049 |   1.91377326264779834553 |
| nldidlnorm.XX.Item3.Descriptor1                                                           | Object                          |       30552 |   1.88313957681134769295 |
| nldidlnorm.XX.Item3.Descriptor1.Statement                                                 | Object                          |       30552 |   1.88313957681134769295 |
| nldidlnorm.XX.Item3.Descriptor1.Statement._attrs                                          | Array                           |       30552 |   1.88313957681134769295 |
| nldidlnorm.XX.Item2.Descriptor1.Statement.accessRights                                    | Array                           |       30412 |   1.87451036953347416336 |
| nldidlnorm.XX.Item.Component.Resource.mods.name7.role2                                    | Object                          |       29748 |   1.83358327215841754310 |
| nldidlnorm.XX.Item.Component.Resource.mods.name7.role2.roleTerm                           | Object                          |       29748 |   1.83358327215841754310 |
| nldidlnorm.XX.Item.Component.Resource.mods.name7.role2.roleTerm._attrs                    | Array                           |       29748 |   1.83358327215841754310 |
| nldidlnorm.XX.Item.Component.Resource.mods.name7.role2.roleTerm.text                      | Array                           |       29748 |   1.83358327215841754310 |
| nldidlnorm.XX.Item.Component.Resource.mods.name2.affiliation1                             | Array                           |       29155 |   1.79703241561713933372 |
| nldidlnorm.XX.Item.Component.Resource.mods.name6.affiliation                              | Array                           |       27320 |   1.68392816308215564902 |
| nldidlnorm.XX.Item5                                                                       | Object                          |       27057 |   1.66771758083872190248 |
| nldidlnorm.XX.Item5.Component                                                             | Object                          |       27057 |   1.66771758083872190248 |
| nldidlnorm.XX.Item5.Component.Resource                                                    | Array                           |       27057 |   1.66771758083872190248 |
| nldidlnorm.XX.Item5.Descriptor                                                            | Object                          |       27057 |   1.66771758083872190248 |
| nldidlnorm.XX.Item5.Descriptor.Statement                                                  | Object                          |       27057 |   1.66771758083872190248 |
| nldidlnorm.XX.Item5.Descriptor.Statement._attrs                                           | Array                           |       27057 |   1.66771758083872190248 |
| nldidlnorm.XX.Item5.Descriptor.Statement.type                                             | Array                           |       27057 |   1.66771758083872190248 |
| nldidlnorm.XX.Item.Component.Resource.mods.name1.role3                                    | Object                          |       26929 |   1.65982801989895190076 |
| nldidlnorm.XX.Item.Component.Resource.mods.name1.role3.roleTerm                           | Object                          |       26929 |   1.65982801989895190076 |
| nldidlnorm.XX.Item.Component.Resource.mods.name1.role3.roleTerm._attrs                    | Array                           |       26929 |   1.65982801989895190076 |
| nldidlnorm.XX.Item.Component.Resource.mods.name1.role3.roleTerm.text                      | Array                           |       26929 |   1.65982801989895190076 |
| Journal.XX.relatedItem1.part.text                                                         | Object                          |       26609 |   1.64010411754952700747 |
| Journal.XX.relatedItem1.part.text._attrs                                                  | Array                           |       26609 |   1.64010411754952700747 |
| Journal.XX.relatedItem1.part.text.text                                                    | Array                           |       26609 |   1.64010411754952700747 |
| nldidlnorm.XX.Item.Component.Resource.mods.relatedItem1.part.text                         | Object                          |       26609 |   1.64010411754952700747 |
| nldidlnorm.XX.Item.Component.Resource.mods.relatedItem1.part.text._attrs                  | Array                           |       26609 |   1.64010411754952700747 |
| nldidlnorm.XX.Item.Component.Resource.mods.relatedItem1.part.text.text                    | Array                           |       26609 |   1.64010411754952700747 |
| nldidlnorm.XX.Item.Component.Resource.mods.name7.nameIdentifier                           | Object                          |       25878 |   1.59504732812005944886 |
| nldidlnorm.XX.Item.Component.Resource.mods.name7.nameIdentifier._attrs                    | Array                           |       25878 |   1.59504732812005944886 |
| nldidlnorm.XX.Item.Component.Resource.mods.name7.nameIdentifier.text                      | Array                           |       25878 |   1.59504732812005944886 |
| nldidlnorm.XX.Item.Component.Resource.mods.subject1.topic8                                | Array                           |       25436 |   1.56780368799991620676 |
| nldidlnorm.XX.Item4.Descriptor1                                                           | Object                          |       25128 |   1.54881943198859461930 |
| nldidlnorm.XX.Item4.Descriptor1.Statement                                                 | Object                          |       25128 |   1.54881943198859461930 |
| nldidlnorm.XX.Item4.Descriptor1.Statement._attrs                                          | Array                           |       25128 |   1.54881943198859461930 |
| nldidlnorm.XX.Item.Component.Resource.mods.name8.role2                                    | Object                          |       24631 |   1.51818574615214396673 |
| nldidlnorm.XX.Item.Component.Resource.mods.name8.role2.roleTerm                           | Object                          |       24631 |   1.51818574615214396673 |
| nldidlnorm.XX.Item.Component.Resource.mods.name8.role2.roleTerm._attrs                    | Array                           |       24631 |   1.51818574615214396673 |
| nldidlnorm.XX.Item.Component.Resource.mods.name8.role2.roleTerm.text                      | Array                           |       24631 |   1.51818574615214396673 |
| nldidlnorm.XX.Item.Component.Resource.mods.name5.role.roleTerm1                           | Object                          |       24020 |   1.48052542010371079861 |
| nldidlnorm.XX.Item.Component.Resource.mods.name5.role.roleTerm1._attrs                    | Array                           |       24020 |   1.48052542010371079861 |
| nldidlnorm.XX.Item.Component.Resource.mods.name5.role.roleTerm1.text                      | Array                           |       24020 |   1.48052542010371079861 |
| nldidlnorm.XX.Item.Component.Resource.mods.name6.displayForm                              | Array                           |       23663 |   1.45852094154513345359 |
| nldidlnorm.XX.Item3.Descriptor2                                                           | Object                          |       22816 |   1.40631423751399942113 |
| nldidlnorm.XX.Item3.Descriptor2.Statement                                                 | Object                          |       22816 |   1.40631423751399942113 |
| nldidlnorm.XX.Item3.Descriptor2.Statement._attrs                                          | Array                           |       22816 |   1.40631423751399942113 |
| Journal.XX.relatedItem.originInfo.place                                                   | Object                          |       21942 |   1.35244332922213250647 |
| Journal.XX.relatedItem.originInfo.place.placeTerm                                         | Object (15354),Array (6588)     |       21942 |   1.35244332922213250647 |
| nldidlnorm.XX.Item.Component.Resource.mods.relatedItem.originInfo.place                   | Object                          |       21942 |   1.35244332922213250647 |
| nldidlnorm.XX.Item.Component.Resource.mods.relatedItem.originInfo.place.placeTerm         | Object (15354),Array (6588)     |       21942 |   1.35244332922213250647 |
| Journal.XX.relatedItem.part.text                                                          | Object                          |       21798 |   1.34356757316489128229 |
| Journal.XX.relatedItem.part.text._attrs                                                   | Array                           |       21798 |   1.34356757316489128229 |
| Journal.XX.relatedItem.part.text.text                                                     | Array                           |       21798 |   1.34356757316489128229 |
| nldidlnorm.XX.Item.Component.Resource.mods.relatedItem.part.text                          | Object                          |       21798 |   1.34356757316489128229 |
| nldidlnorm.XX.Item.Component.Resource.mods.relatedItem.part.text._attrs                   | Array                           |       21798 |   1.34356757316489128229 |
| nldidlnorm.XX.Item.Component.Resource.mods.relatedItem.part.text.text                     | Array                           |       21798 |   1.34356757316489128229 |
| nldidlnorm.XX.Item6                                                                       | Object                          |       21490 |   1.32458331715356969482 |
| nldidlnorm.XX.Item6.Component                                                             | Object                          |       21490 |   1.32458331715356969482 |
| nldidlnorm.XX.Item6.Component.Resource                                                    | Array                           |       21490 |   1.32458331715356969482 |
| nldidlnorm.XX.Item6.Descriptor                                                            | Object                          |       21490 |   1.32458331715356969482 |
| nldidlnorm.XX.Item6.Descriptor.Statement                                                  | Object                          |       21490 |   1.32458331715356969482 |
| nldidlnorm.XX.Item6.Descriptor.Statement._attrs                                           | Array                           |       21490 |   1.32458331715356969482 |
| nldidlnorm.XX.Item6.Descriptor.Statement.type                                             | Array                           |       21490 |   1.32458331715356969482 |
| nldidlnorm.XX.Item.Component.Resource.mods.titleInfo1._attrs                              | Array                           |       21186 |   1.30584560992161602400 |
| nldidlnorm.XX.Item4.Descriptor2                                                           | Object                          |       20898 |   1.28809409780713357563 |
| nldidlnorm.XX.Item4.Descriptor2.Statement                                                 | Object                          |       20898 |   1.28809409780713357563 |
| nldidlnorm.XX.Item4.Descriptor2.Statement._attrs                                          | Array                           |       20898 |   1.28809409780713357563 |
| nldidlnorm.XX.Item.Component.Resource.mods.name3.affiliation1                             | Array                           |       20361 |   1.25499492417700486691 |
| nldidlnorm.XX.Item.Component.Resource.mods.extension4                                     | Object                          |       19963 |   1.23046332062990737555 |
| nldidlnorm.XX.Item.Component.Resource.mods.extension4.rights                              | Object                          |       19963 |   1.23046332062990737555 |
| nldidlnorm.XX.Item.Component.Resource.mods.extension4.rights._attrs                       | Array                           |       19963 |   1.23046332062990737555 |
| nldidlnorm.XX.Item.Component.Resource.mods.extension4.rights.description                  | Array                           |       19963 |   1.23046332062990737555 |
| nldidlnorm.XX.Item.Component.Resource.mods.subject4                                       | Object                          |       19907 |   1.22701163771875809694 |
| nldidlnorm.XX.Item.Component.Resource.mods.subject4.topic                                 | Array (15217),Object (4690)     |       19907 |   1.22701163771875809694 |
| nldidlnorm.XX.Item.Component.Resource.mods.name7.affiliation                              | Array                           |       19855 |   1.22380650358697651292 |
| nldidlnorm.XX.Item.Component.Resource.mods.name9.role2                                    | Object                          |       19846 |   1.22325176883339903355 |
| nldidlnorm.XX.Item.Component.Resource.mods.name9.role2.roleTerm                           | Object                          |       19846 |   1.22325176883339903355 |
| nldidlnorm.XX.Item.Component.Resource.mods.name9.role2.roleTerm._attrs                    | Array                           |       19846 |   1.22325176883339903355 |
